confidence,intensity,prediction
89.10012817382812,1.1989005287422712,surprise
93.915283203125,4.166666666666667,sadness
99.54054260253906,3.6039093910600757,sadness
99.85546112060547,2.9921182159649016,sadness
97.95260620117188,3.610273769608414,sadness
60.270362854003906,2.498521985701139,sadness
