boot2_loss_real
195.86481605701368
174.69446494408731
187.94851025994618
198.77087667619116
166.16397928541167
183.4469825596569
170.3196138025794
180.73123453743642
194.80563822353037
180.77410396337004
164.151268161294
156.2518564665805
212.51738573582793
186.179368894098
141.3384023543796
174.27164085159012
195.07032013472354
160.50317964106355
162.14374888846845
169.34789102719805
157.66675786358553
148.17671978553008
172.39398189749514
129.84174907237647
206.68312127802432
142.20718079403827
132.26959543438034
140.0426166611783
220.8918848798391
143.35690455596858
203.3325233678736
277.48790119815334
153.6439488427282
252.980654408001
191.4427762006643
181.55166955942522
152.36427845566473
247.63667308972876
219.99784903283773
171.074878259538
318.51010789081494
257.5658680707147
202.05501498602257
194.96230169120008
152.84045275509538
270.084888295195
186.13013632011214
219.02140748533424
209.92327712764563
204.5364889137514
174.47724456865203
183.09334125065283
187.8855739458785
164.54186000384635
235.0421969301753
191.11276492525946
293.518871526308
165.13730498114458
164.58911020063073
181.87083721296418
173.25789879907296
198.87968297607324
175.21385737558626
198.71735439071767
195.89648899581744
290.07065910611914
165.1069948307477
168.28923932819683
146.64072040656671
168.95761077045222
175.71487828711108
123.61778750853344
214.67085884194967
168.3556907463764
156.60061370457387
175.8984719064766
204.29242101120354
171.83686811183185
183.50756735351035
172.79947861096252
163.19283170342186
153.20642581332808
195.30291712130918
125.57299302010615
180.7199688253882
133.55680145875692
156.82398200964388
175.9151542831309
185.17364187316346
179.3628833647593
141.84245609668994
157.0180976145107
277.1862579775761
146.4663475362695
191.45263960757495
163.24780913677097
216.61926513739633
144.84300125435558
145.1083326570134
187.70788781909766
