resnet50_loss,bootstrapping1,bootstrapping2,bootstrapping3
107.91259594137236,122.49952356326185,102.88068888912396,112.49119571880208
170.87887158143937,166.66003297172918,115.45176970090263,130.0087332816131
158.2817330770759,154.65803260049748,141.23602795166158,135.5927853242355
135.50792297165526,124.83076175194971,131.2216003311683,129.83164217438318
136.91444438326894,136.1236944168022,148.68223953596817,137.57068308114214
152.71809250413241,122.00736494066014,129.09494671581413,126.79302126489252
193.59635717365205,181.4935238995549,193.31118596293283,195.34050868788464
164.43032930792387,166.176778622131,164.3846942685676,154.433987970903
136.0891649827607,121.68828694661396,144.7469829385617,124.47014742858477
141.951316839858,140.85352868314655,147.22096469825104,142.4944043980274
140.6990613995492,145.16808479707726,145.0248560441596,140.96691102243685
154.11668851007713,155.0836164150567,153.4579187385755,149.75847603968685
